isbn,title,author,year
0312642970,Cress,Marissa Meyer,2014
1416938745,Assholes Finish First,Tucker Max,2008
0743418174,Good in Bed,Jennifer Weiner,2001
0451227190,Carpe Corpus,Rachel Caine,2009
0689806981,Tears of a Tiger,Sharon M. Draper,1994
067122350X,Eloise,"Kay Thompson, Hilary Knight",1955
0451076451,Rage,"Richard Bachman, Stephen King",1977
0385494246,Amsterdam,Ian McEwan,1998
071483355X,The Story of Art,E.H. Gombrich,1950
0230706150,Hell's Corner ,David Baldacci,2010
8188575704,I Too Had A Love Story,Ravinder Singh,2007
0141185260,Pale Fire,Vladimir Nabokov,1962
160096527X,Orthodoxy,G.K. Chesterton,1908
0439568412,One Day at Horrorland,R.L. Stine,1994
0316196991,The House of Silk,Anthony Horowitz,2011
0345548515,Staked,Kevin Hearne,2016
0553589385,Kiss of Crimson ,Lara Adrian,2007
0743296788,The Cold Moon,Jeffery Deaver,2006
0375851798,The Spectacular Now,Tim Tharp,2008
0571212921,A Beautiful Mind,Sylvia Nasar,1998
0099417472,In the Night Kitchen,Maurice Sendak,1970
037570387X,The Autograph Man,Zadie Smith,2002
0451466802,The Aeronaut's Windlass ,Jim Butcher,2015
0316393878,The Wonder,Emma Donoghue,2016
054762834X,Grave Mercy,Robin LaFevers,2012
0988573229,Truce,R.L. Mathewson,2013
0375840400,Eldest,Christopher Paolini,2005
0062280562,Tampa,Alissa Nutting,2013
0345396936,Cry to Heaven,Anne Rice,1982
0440241022,One Shot,Lee Child,2005
0307279952,A Simple Plan,Scott B. Smith,1993
0061493341,Telegraph Avenue,Michael Chabon,2012
0743289684,Infidel,Ayaan Hirsi Ali,2006
0312385188,Prayers for Sale,Sandra Dallas,1997
0060774126,Bite Me If You Can,Lynsay Sands,2007
1599901676,Forest Born,Shannon Hale,2009
0064472779,All-American Girl,Meg Cabot,2002
0312979975,Fantasy Lover,Sherrilyn Kenyon,2002
0449225151,A Place Called Freedom,Ken Follett,1995
0758272820,Spark,Brigid Kemmerer,2012
0553269216,Rainbow Valley,L.M. Montgomery,1919
0671876813,Flag in Exile,David Weber,1995
0525421033,If I Stay,Gayle Forman,2009
0743449673,Shock Wave,Clive Cussler,1996
1573225517,High Fidelity,Nick Hornby,1995
0425273865,Captivated by You,Sylvia Day,2014
0316159794,Cross,James Patterson,2006
0767905202,Mr Maybe,Jane Green,1999
0802120202,Alif the Unseen,G. Willow Wilson,2012
0425189864,Mortal Prey,John Sandford,2002
0553588079,Gone,Lisa Gardner,2006
0312370830,Elle s'appelait Sarah,Tatiana de Rosnay,2007
0006174426,Windmills of the Gods,Sidney Sheldon,1987
0385339100,The Partner,John Grisham,1997
0345505697,Mystery,Jonathan Kellerman,2011
0765310023,Deadhouse Gates,Steven Erikson,2000
0743437810,The Vanished Man,Jeffery Deaver,2003
1400047463,The Double Bind,Chris Bohjalian,2007
0375870415,Unspoken,Sarah Rees Brennan,2012
0060890681,The Last Anniversary,Liane Moriarty,2006
042521575X,Visions of Heat,Nalini Singh,2007
0399256601,The Name of the Star,Maureen Johnson,2011
0061706558,I'd Know You Anywhere,Laura Lippman,2010
0451167805,Firestarter,Stephen King,1980
0752898477,An Echo in the Bone,Diana Gabaldon,2009
1682305066,Twisted Palace,Erin Watt,2016
0812996089,Miller's Valley,Anna Quindlen,2016
0553297260,Darkness,John Saul,1991
1841493139,The Magicians' Guild,Trudi Canavan,2001
0747589372,Restless,William  Boyd,2006
0330339184,The Informers,Bret Easton Ellis,1994
0553582755,One Door Away from Heaven,Dean Koontz,2001
0671011375,Death du Jour,Kathy Reichs,1999
0679889175,First Test,Tamora Pierce,1999
1439199353,The Boston Girl,Anita Diamant,2014
0307381463,Nefertiti,Michelle Moran,2007
0446692638,Along Came a Spider,James Patterson,1993
1595143068,Last Sacrifice ,Richelle Mead,2010
0061935123,Hidden,Sophie Jordan,2012
0340863684,Tortured for Christ,Richard Wurmbrand,1940
0142401765,Keeping the Moon,Sarah Dessen,1999
0679736379,Sophie's Choice,William Styron,1979
0062363239,A Head Full of Ghosts,Paul Tremblay,2015
0061779814,The Body Finder,Kimberly Derting,2010
0821780654,Jacob,Jacquelyn Frank,2006
087923573X,Swallows and Amazons,Arthur Ransome,1930
1501100130,Finders Keepers,Stephen King,2015
1484705270,Every Last Word,Tamara Ireland Stone,2015
0312864590,Crossroads of Twilight,Robert Jordan,2003
0736693416,The Elfstones Of Shannara,Terry Brooks,1982
0671796666,The Jordan Rules,"Sam Smith, Doug Grud",1992
1416995587,We'll Always Have Summer,Jenny Han,2011
0446556246,WAR,Sebastian Junger,2010
0330487191,A House for Mr. Biswas,V.S. Naipaul,1961
1250010691,Necessary Lies,Diane Chamberlain,2013
1423109600,The Pigeon Wants a Puppy!,Mo Willems,2008
0345366239,The Eight,Katherine Neville,1988
0099642611,The Fourth Protocol,Frederick Forsyth,1984
0374515360,The Complete Stories,Flannery O'Connor,1971
140911399X,A Week in Winter,Maeve Binchy,2012
0446556823,Ecstasy Unveiled,Larissa Ione,2010
0446676071,Message in a Bottle,Nicholas Sparks,1998
0439228905,Black Beauty,Anna Sewell,1877
074327041X,Protect and Defend,Vince Flynn,2007
0615417175,Providence,Jamie McGuire,2010
0006472613,Master of the Game,Sidney Sheldon,1982
1416914285,City of Bones,Cassandra Clare,2007
0439498821,Finding Cassie Crazy,Jaclyn Moriarty,2003
1476770387,Revival,Stephen King,2014
0552152943,Moving Pictures,Terry Pratchett,1990
0356502023,The Crimson Campaign,Brian  McClellan,2014
0749955910,Celebrity in Death,J.D. Robb,2012
0451230647,Twice Bitten ,Chloe Neill,2010
0679732187,"Absalom, Absalom!",William Faulkner,1936
0749928999,Kindred in Death ,J.D. Robb,2009
0345418530,"Ogre, Ogre (Xanth, #5)",Piers Anthony,1982
1439148503,Under the Dome,Stephen King,2009
0618562036,Empress Orchid,Anchee Min,2003
0062282719,Bad Feminist ,Roxane Gay,2014
0743426800,Inca Gold,Clive Cussler,1994
140003065X,A Fine Balance,Rohinton Mistry,1996
0486452433,Jude the Obscure,Thomas Hardy,1895
1903434777,Herr der Diebe,Cornelia Funke,2000
0345476999,The Mephisto Club,Tess Gerritsen,2006
0399158022,Red Mist,Patricia Cornwell,2011
044101125X,The Other Wind,Ursula K. Le Guin,2001
1416989412,"Hush, Hush",Becca Fitzpatrick,2009
0765375869,Lock In,John Scalzi,2014
0547576722,We the Animals,Justin Torres,2011
1416503811,Heartbreaker,Julie Garwood,2000
0435233076,Death of a Salesman,Arthur Miller,1949
1582344159,Hey Nostradamus!,Douglas Coupland,2003
142998192X,Everlasting,Alyson Noel,2011
0312655479,How the Light Gets In,Louise Penny,2013
1250022061,The Long Way Home,Louise Penny,2014
0811202054,Collected Poems,Dylan Thomas,1952
0140283307,White Noise,Don DeLillo,1985
038572179X,Atonement,Ian McEwan,2001
0399256504,Shelter,Harlan Coben,2011
0525421351,Tenth Grade Bleeds,Heather Brewer,2009
006232540X,Depraved Heart,Patricia Cornwell,2015
1416580948,Kiss of a Demon King ,Kresley Cole,2009
0312380755,Think Twice,Lisa Scottoline,2010
0061783161,Eternal Kiss of Darkness,Jeaniene Frost,2010
0778313654,One Breath Away,Heather Gudenkauf,2012
1937053415,Elixir,Jennifer L. Armentrout,2012
1416905855,Chains,Laurie Halse Anderson,2008
1400041201,Heat,Bill Buford,2006
074345300X,Bare Bones,Kathy Reichs,2003
0679767959,Heartburn,Nora Ephron,1983
0553579754,Fear Nothing ,Dean Koontz,1998
0590224735,Kristy's Great Idea,Ann M. Martin,1986
0345463153,The Fourth Hand,John Irving,2001
0752876821,Evening Class,Maeve Binchy,1996
0440244447,Midnight Rising,Lara Adrian,2008
1452440026,Barely Breathing,Rebecca Donovan,2012
0451463072,Blood Cross,Faith Hunter,2010
0375826696,Eragon,Christopher Paolini,2002
0425093255,Five Little Pigs,Agatha Christie,1942
1442423684,UnWholly,Neal Shusterman,2012
0061231428,Altar of Eden,James Rollins,2009
1612130585,Fifty Shades Darker,E.L. James,2011
0374346674,Love Letters to the Dead,Ava Dellaira,2014
0060888628,The Lords of the North,Bernard Cornwell,2006
0553590154,Dime Store Magic,Kelley Armstrong,2004
0451461525,Claimed By Shadow,Karen Chance,2007
0062103733,Unraveling,Elizabeth Norris,2012
1612130291,Fifty Shades of Grey,E.L. James,2011
0747263744,American Gods,Neil Gaiman,2001
1416983309,Tilt,Ellen Hopkins,2012
0812968069,Snow Flower and the Secret Fan,Lisa See,2005
0743294378,Bones to Ashes,Kathy Reichs,2007
0451233328,Hard Bitten,Chloe Neill,2011
0812550757,Speaker for the Dead,Orson Scott Card,1986
0785100490,Marvels,"Kurt Busiek, Alex Ross",1993
076534825X,Spin,Robert Charles Wilson,2005
1405910216,On the Island,Tracey Garvis-Graves,2011
1439152780,The Distant Hours,Kate Morton,2010
0060837640,Jinx,Meg Cabot,2007
0307270742,Commencement,J. Courtney Sullivan,2009
0446676438,When the Wind Blows,James Patterson,1998
0316196487,Perfect Shadow,Brent Weeks,2011
000711933X,Death in the Clouds,Agatha Christie,1935
0525953086,Fear Nothing,Lisa Gardner,2014
0307700313,Some Luck,Jane Smiley,2014
0099244721,Timeline,Michael Crichton,1999
097496090X,The Dead,James Joyce,1914
0061015733,State of Fear,Michael Crichton,2004
1594488398,The Interestings,Meg Wolitzer,2013
0778314189,Scent of Magic,Maria V. Snyder,2012
0394758285,The Big Sleep,Raymond Chandler,1939
0060519134,Savannah Blues,Mary Kay Andrews,2002
0670026611,The Girl You Left Behind,Jojo Moyes,2012
0571199976,Proof: A Play,David Auburn,2000
0752852612,Red Harvest,Dashiell Hammett,1929
0671522817,Braveheart,Randall Wallace,1995
0099437961,Lullaby,Chuck Palahniuk,2002
0771068719,The English Patient,Michael Ondaatje,1992
9793210605,Hafalan Shalat Delisa,Tere Liye,2005
1476730105,Beautiful Bastard,Christina Lauren,2013
0316230812,We Need New Names,NoViolet Bulawayo,2013
0385535144,The Racketeer,John Grisham,2012
0586057242,The Complete Robot,Isaac Asimov,1982
0670076082,Froi of the Exiles,Melina Marchetta,2011
1101883073,Lilac Girls,Martha Hall Kelly,2016
006212255X,The one I left behind,Jennifer McMahon,2013
1416927247,Divine Madness,Robert Muchamore,2006
0441017800,On the Edge,Ilona Andrews,2009
0060739495,Walk Two Moons,Sharon Creech,1994
0385342047,Mini Shopaholic,Sophie Kinsella,2010
0440221668,The Fiery Cross,Diana Gabaldon,2001
0804140413,Food: A Love Story,Jim Gaffigan,2014
074347418X,Ransom,Julie Garwood,1999
0345476131,The Third Secret,Steve Berry,2005
0515121495,The List,Steve Martini,1997
0060727217,The Black Lyon,Jude Deveraux,1980
0771064861,Dear Life,Alice Munro,2012
0425182134,Hammer of the Gods,Stephen Davis,1985
0061176109,Power of Art,Simon Schama,2006
0345915593,The World According to Garp,John Irving,1978
162704017X,Fixed on You,Laurelin Paige,2013
0380792648,Subterranean,James Rollins,1999
0451233182,Bite Club,Rachel Caine,2011
0385533411,Solar,Ian McEwan,2010
1620610094,Opal,Jennifer L. Armentrout,2012
0764224735,The Shunning,Beverly  Lewis,1997
1568650957,The Doomsday Conspiracy,Sidney Sheldon,1991
0062072064,Through the Ever Night,Veronica Rossi,2013
0307377040,Netherland,Joseph O'Neill,2008
0425147584,Debt of Honor,Tom Clancy,1994
0449214729,The Guns of Navarone,Alistair MacLean,1957
0399156585,The Rembrandt Affair,Daniel Silva,2010
1857231384,Consider Phlebas,Iain M. Banks,1987
0345519477,In Bed with a Highlander,Maya Banks,2011
0618750436,The Lemonade War,Jacqueline Davies,2007
0575088877,The Quantum Thief,Hannu Rajaniemi,2010
1416979182,Gone ,Lisa McMann,2010
0345471172,On Mystic Lake,Kristin Hannah,1999
0439568455,Stay Out of the Basement,R.L. Stine,1992
0446500046,Kushiel's Mercy,Jacqueline Carey,2001
0141439580,Emma,"Jane Austen, Fiona Stafford",1815
1451655789,Hothouse Flower,Lucinda Riley,2010
0385733143,Small Steps,Louis Sachar,2006
0375869026,Wonder,R.J. Palacio,2012
0486424588,Women in Love,D.H. Lawrence,1920
0553383051,Fevre Dream,George R.R. Martin,1982
0856761222,Arsenic and Old Lace,Joseph Kesselring,1939
0061134104,Bruiser,Neal Shusterman,2010
0679436545,Taltos,"Anne Rice, Tim Curry",1994
0312997191,Summer People,Elin Hilderbrand,2003
156512569X,Mudbound,Hillary Jordan,2008
0152047387,So You Want to Be a Wizard,Diane Duane,1983
034549038X,The Dante Club,Matthew Pearl,2003
0061573132,Bright Shiny Morning,James Frey,2008
0425256227,Magic Breaks,Ilona Andrews,2014
0340640146,Rose Madder,Stephen King,1995
0451526570,Heart of Darkness,Joseph Conrad,1910
006074815X,Storm Island,Ken Follett,1978
0553278029,A Great Deliverance,Elizabeth  George,1988
031237982X,Hunted,"P.C. Cast, Kristin Cast",2009
0752865331,The Maltese Falcon,Dashiell Hammett,1930
0385539088,China Rich Girlfriend,Kevin Kwan,2015
1595547169,Fireproof,Eric Wilson,2008
0553268929,The Great Santini,Pat Conroy,1976
0312934343,Dark Side of the Moon,Sherrilyn Kenyon,2006
0451474708,Saint Anything,Sarah Dessen,2015
0345459202,Big Stone Gap,Adriana Trigiani,2000
0439672449,The Fire Within,Chris d'Lacey,2001
0151012377,The Whistling Season,Ivan Doig,2006
1501106406,After Ever Happy,Anna Todd,2015
0679744479,Written on the Body,Jeanette Winterson,1992
0143035304,Birds of a Feather,Jacqueline Winspear,2004
0446579920,The Choice,Nicholas Sparks,2007
0062026518,The Crown of Embers,Rae Carson,2012
0316225932,The Burning Room,Michael Connelly,2014
0544920953,Good as Gone,Amy Gentry,2016
0670019631,Shades of Grey,Jasper Fforde,2009
1595541209,The Visitation,Frank E. Peretti,1999
0142000698,The Pearl of the World,John Steinbeck,1947
006232022X,The Black Widow,Daniel Silva,2016
1841498874,The Dragon's Path,Daniel Abraham,2011
0593073894,Make Me,Lee Child,2015
1857988361,Stand on Zanzibar,John Brunner,1968
0140135154,Ways of Seeing,John Berger,1972
1847445209,The Wicked Girls,Alex Marwood,2008
1416505067,Seven Ancient Wonders,Matthew Reilly,2005
0575099127,House of Suns,Alastair Reynolds,2008
0425137562,Silent Prey,John Sandford,1992
0385339704,The Pelican Brief,John Grisham,1992
0553807145,Relentless,Dean Koontz,2009
0451207149,The Pillars of the Earth,Ken Follett,1989
031621762X,Cibola Burn,James S.A. Corey,2014
1101990260,The Widow,Fiona Barton,2016
0545284104,Abandon,Meg Cabot,2011
0060872985,Next,Michael Crichton,2006
0061784788,The Devil Colony,James Rollins,2010
0385739168,Passion,Lauren Kate,2011
9993911550,The Courts of Chaos,Roger Zelazny,1978
0375834869,Scat,Carl Hiaasen,2009
0553581554,The Killing Game,Iris Johansen,1999
0684852586,The Body Snatchers,Jack Finney,1955
0670024961,Mastery,Robert Greene,2012
0553278002,The Icarus Agenda,Robert Ludlum,1988
0345298349,Gorky Park,Martin Cruz Smith,1981
0140156046,Libra ,Don DeLillo,1988
0743474155,A Kingdom of Dreams ,Judith McNaught,1989
0440222680,Fade Away,Harlan Coben,1996
0099471434,Lasher,Anne Rice,1993
0590133373,Mad About Madeline,Ludwig Bemelmans,1939
0374239215,Purity,Jonathan Franzen,2015
0689878575,Lioness Rampant,Tamora Pierce,1988
0060744510,Midnight,Erin Hunter,2005
0553582763,By the Light of the Moon,Dean Koontz,2002
0544289595,The Crossover,Kwame Alexander,2014
0316175676,The Snow Child,Eowyn Ivey,2012
1582433542,Jesus Land : A Memoir,Julia Scheeres,2005
0451159535,Coma,Robin Cook,1977
0375719202,Appointment in Samarra,John O'Hara,1933
1101874937,Lab Girl,Hope Jahren,2016
0752863886,The Bourne Supremacy,Robert Ludlum,1986
1743342373,Lick,Kylie Scott,2013
0671023187,Term Limits,Vince Flynn,1997
140003342X,Song of Solomon,Toni Morrison,1977
1416909834,No Talking,Andrew Clements,2007
0395570352,Grandfather's Journey,Allen Say,1993
0805090037,Bring Up the Bodies,Hilary Mantel,2012
1419717014,Old School,Jeff Kinney,2015
0751525359,The Last Precinct,Patricia Cornwell,2000
0446696110,The Guardian,Nicholas Sparks,2003
1461072514,Inescapable,Amy A. Bartol,2013
1416978933,The Hollow,Jessica Verday,2009
0671021001,She's Come Undone,Wally Lamb,1992
009947915X,Life & Times of Michael K.,J.M. Coetzee,1983
0670011835,After,Amy Efaw,2009
0345419383,The Dolphins of Pern,Anne McCaffrey,1994
0062024035,Divergent,Veronica Roth,2011
0515141666,Dance of the Gods,Nora Roberts,2006
0375836578,The Realm of Possibility,David Levithan,2004
031623107X,You Will Know Me,Megan Abbott,2016
0735221081,The Couple Next Door,Shari Lapena,2016
1622662644,Opposition,Jennifer L. Armentrout,2014
0312424671,Small Island,Andrea Levy,2004
0763618985,The Tiger Rising,Kate DiCamillo,2001
0446690449,Blood Work,Michael Connelly,1998
0679879250,The Subtle Knife,Philip Pullman,1997
0694006513,Jamberry,Bruce Degen,1982
0552151696,Digital Fortress,Dan Brown,1998
0140436588,Ivanhoe,Walter Scott,1819
0802720870,Chain Reaction,Simone Elkeles,2011
1847376177,Storm Prey,John Sandford,2010
0553580221,False Memory,Dean Koontz,1999
0758278438,The Plum Tree,Ellen Marie Wiseman,2012
0061843407,Labor Day,Joyce Maynard,2009
0060525630,Rising storm,Erin Hunter,2005
0545259088,Forever,Maggie Stiefvater,2011
0312289510,The Christmas Shoes,Donna VanLiere,2001
0689862229,Shiloh,Phyllis Reynolds Naylor,1991
0143036432,Dark Fire,C.J. Sansom,2004
0142402516,Looking for Alaska,John Green,2005
059044297X,An Itchy Day,Norman Bridwell,1963
0451458443,Grave Peril,Jim Butcher,2001
1250052386,Lead,Kylie Scott,2014
0312351623,Sugar Daddy,Lisa Kleypas,2007
0394724550,Gift from the Sea,Anne Morrow Lindbergh,1955
0380727501,Notes from a Small Island,Bill Bryson,1995
0786817879,Artemis Fowl,Eoin Colfer,2001
0446401056,Passion Unleashed,Larissa Ione,2009
0439771242,A Corner of the Universe,Ann M. Martin,2002
0805094598,Shadow and Bone,Leigh Bardugo,2012
0345545834,Claim Me,J. Kenner,2013
1416563687,The White Queen,Philippa Gregory,2009
0446615862,The Wedding,Nicholas Sparks,2003
0425213382,Cause of Death,Patricia Cornwell,1996
0553562738,Doomsday Book,Connie Willis,1992
0060594527,Lost Horizon,James Hilton,1933
0062011995,Starcrossed,Josephine Angelini,2011
0755328949,The Cruelest Month,Louise Penny,2007
0316001929,Cleopatra: A Life,Stacy Schiff,2006
0356502422,Ancillary Mercy,Ann Leckie,2015
0670011460,Something Like Fate,Susane Colasanti,2010
0140255087,The Snow Leopard,Peter Matthiessen,1978
042523567X,Flirt,Laurell K. Hamilton,2009
0450031063,Salem's Lot,Stephen King,1975
0142407577,Heat,Mike Lupica,2006
0425098087,Zodiac,Robert Graysmith,1986
0300107897,Crush,Richard Siken,2005
141691420X,The Soldiers of Halla,D.J. MacHale,2009
0385526350,Tell-All,Chuck Palahniuk,2010
0440241014,The Enemy,Lee Child,2004
0316225886,The Crossing,Michael Connelly,2015
0425180964,The Bear and the Dragon,Tom Clancy,2000
1101886692,Sleeping Giants,Sylvain Neuvel,2016
037570342X,Family Matters,Rohinton Mistry,2001
0312144075,The Samurai's Garden,Gail Tsukiyama,1994
0770437850,Het diner,"Herman Koch, Sam Garrett",2009
0312352565,A Fatal Grace,Louise Penny,2007
0451222385,Midnight Alley,Rachel Caine,2007
0330344951,Ross Poldark,Winston Graham,1945
0449214192,Centennial,James A. Michener,1974
0345338545,Follow the River,James Alexander Thom,1981
1619636077,Empire of Storms,Sarah J. Maas,2016
0515135062,Three Fates,Nora Roberts,2002
0786942460,The Crystal Shard,R.A. Salvatore,1988
0393960420,Sister Carrie,Theodore Dreiser,1900
0141357274,Girl Online,"Zoe Sugg, Siobhan Curham",2014
0345539842,Morning Star,Pierce Brown,2016
0316899984,"River, Cross My Heart",Breena Clarke,1999
006221635X,How to Love,Katie Cotugno,2013
0425190455,Idoru,William Gibson,1996
0553804685,Red Seas Under Red Skies,Scott Lynch,2007
0618001905,King Leopold's Ghost,Adam Hochschild,1998
1402784031,Tiger's Curse,Colleen Houck,2011
1400031001,Any Human Heart,William  Boyd,2002
0679743626,O Pioneers!,Willa Cather,1913
0340830107,The Ship of Brides,Jojo Moyes,2005
1401215815,Joker,"Brian Azzarello, Lee Bermejo",2008
0061720771,The Return: Nightfall,L.J. Smith,2009
1622660757,Origin,Jennifer L. Armentrout,2013
1476706123,Red Sparrow,Jason  Matthews,2013
0743289412,Lisey's Story,Stephen King,2006
